Song_ID,Title,Dancability,Artist,Genre_ID,Key_ID,User_ID,Lyrics,Creation_Date,Released_Status,Time_Signature
53,LA RUE,0.696,"No Limit,Gazo,Damso",6,19,none,"Eh, si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, dis-moi, nous, on est quoi? (Dis-moi, nous, on est)
T'sais que j'ai vendu la pure (j'ai vendu la)
Gava, j'ai pas eu le choix (j'ai pas eu le choix)
J'les ai vu gratter le mur (gratter le)
Est-ce que tu les crois? (Est-ce que tu les)
Je les vois parler de ue-r (les vois parler de)
Mais dis-moi si tu les vois, eh, eh
Si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, nous on est quoi? (Bah nous on est quoi)
J'ai vendu la pure (j'ai vendu la pure)
J'ai pas eu le choix
J'les ai vu gratter le mur, eh, eh
Est-ce que tu les crois? (Est-ce que tu les crois?)
Font que parler de ue-r (font que parler de ue-r)
Est-ce que tu les vois? (Gazo, est-ce que tu les vois?)
Kichta, une enveloppe (boom)
Studio, le talent se développe
Codéina dans mon Seven Up
J'bois une gé-gué, j'passe au level up (hey)
Hey, ma haine est communautaire
En voyant ma communauté menottée (oui)
J'disparais comme une hôtesse (ouh)
J'apparais comme une O.D (d, d)
Déchiré, j'ai bu des litres (des litres)
Et puis j'ai vendu des lignes (des lignes)
J'le redis, je le souligne (hey)
J'le redis, je le souligne (hey)
En période de guerre, on vise
Au d'ssus de la ceinture
Pour qu'ils ne reviennent (grr, pa-pa-pa-pah)
Armés, donc on fait la guerre (ouh)
Bois un verre à la tienne (ouh, hey, hey, hey)
si t'es mon gazo, on y va ensemble
(Si t'es mon gazo, on y va ensemble)
On parle pas, on grr, on les met en sang
(Faut qu'on laisse tout l'monde en sang)
Beaucoup ont vu leur vie se décimer
(Ont vu leur vie se décimer)
Mauvais donc mon cœur est pourri (eh), ouais, mon cœur est déchiré
Si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, dis-moi, nous, on est quoi? (Dis-moi, nous, on est)
T'sais que j'ai vendu la pure (j'ai vendu la)
Gava, j'ai pas eu le choix (j'ai pas eu le choix)
J'les ai vu gratter le mur (gratter le)
Est-ce que tu les crois? (Est-ce que tu les)
Je les vois parler de ue-r (les vois parler de)
Mais dis-moi si tu les vois, eh, eh
Si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, nous on est quoi? (Bah nous on est quoi)
J'ai vendu la pure (j'ai vendu la pure)
J'ai pas eu le choix
J'les ai vu gratter le mur, eh, eh
Est-ce que tu les crois? (Ouais) (est-ce que tu les crois?)
Font que parler de ue-r (font que parler de ue-r), eh
Est-ce que tu les vois? (Gazo, est-ce que tu les vois?)
Tu payes, tu chantes, tu suces, tu rentres, la culture te remercie (merci)
La mala est gang, le négro aussi
J'ai vendu la mort, j'en ai fait un vie (avoir)
J'suis féministe comme Louis Réard, ça m'empêche pas d'te traiter d'pute (pute)
Le cœur en kevlar, j'parle pas aux stup'
J'remplace prénoms et noms par (shh)
Si, eux, c'est la ue-r, nous, on est quoi?
Le bruit et l'odeur du canon scié, gros
Ces rappeurs font que du ciné'
Font des longs albums juste pour streamer (connais)
Discret, précis et sévère (ouais)
J'suis l'cylindre au bout du Uzi (Uzi)
Cette année le dems, il est vénère (vénère)
La twittosphère va manger gucci (nwaar)
Quelques négros malhonnêtes (oui)
Quelques négros malhonnêtes moralement condamnables avec qui je traine (raah)
Tu fais qu'parler d'vendre la neige
J't'ai vu gratter l'asphalte à rue de la seine (ouh, ouh, ouh, ouh)
Si t'es mon gazo, on y va ensemble
Si tu fais ta salope, ça finit en sang
Ouais, c'est le plata ou le plomo ou bien, la ue-r
Eh, si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, dis-moi, nous, on est quoi?
T'sais que j'ai vendu la pure (j'ai vendu la)
Gava, j'ai pas eu le choix (j'ai pas eu le choix)
J'les ai vu gratter le mur (gratter le)
Est-ce que tu les crois? (Est-ce que tu les)
Je les vois parler de ue-r (les vois parler de)
Mais dis-moi si tu les vois, eh, eh
Si eux, c'est la ue-r (si eux c'est la ue-r)
Bah, nous on est quoi? (Bah nous on est quoi)
J'ai vendu la pure (j'ai vendu la pure)
J'ai pas eu le choix
J'les ai vu gratter le mur, eh, eh
Est-ce que tu les crois? (Est-ce que tu les crois?)
Font que parler de ue-r (font que parler de ue-r)
Est-ce que tu les vois? (Gazo, est-ce que tu les vois?)",2023-06-05,1,4
54,Galatée,0.727,Nekfeu,6,14,none,"Na-na, na, na, na
Na, na, na
Na, na, na, yeah
Na, na, na
(Na-na, na, na, na)
(Mais qu'est-ce qu'elle fout?)
Le café vient de fermer mais j'suis devant j'reste
Quelle idée d'aimer une femme à l'humeur vengeresse?
La dernière fois j't'ai mis un plan, pas d'quoi péter un plomb
Mais tu viens d'une ville dangereuse qui te vend l'stress
Je serai fair-play, si je feins d'être énervé c'est pour te faire plaisir et je me pencherai
Me moquant de ton air boudeur
Pour m'emmerder t'allumeras un joint d'herbe ou deux
Tu joueras l'insoumise mais tes mots m'affectent pas
J'obtiendrai ton sourire le seul témoin d'ma victoire
Je tiendrai tes oreilles pour les empêcher d'se sauver
J'te dirai ""y a d'la meuf dans cette soirée"" mais moi j'ai vu qu'toi
En face de moi y a des types fonce-dé en bas du bloc
Mais je pense à tes p'tites fossettes en bas du dos
Calcule pas tout ces types fons-dé en bas du bloc
Mais je pincerai tes p'tites fossettes en bas du dos
Le café vient de fermer mais j'suis devant j'reste
Quelle idée d'aimer une femme a l'humeur vengeresse?
La dernière fois j't'ai mis un plan, pas d'quoi péter un plomb
Mais tu viens d'une ville dangereuse qui te vend l'stress
Tu me diras non quand j'te demanderai si tu m'aimes
Et c'est un ""non"" bien plus précieux qu'un ""oui""
J'te comprends pas mais j'ai tes yeux pour sous-titrer
Tu m'as dis qu'un jour on se lierai, qu'une nuit on se quitterait
Comme j'étais absent six mois tu me fuis
Vu que dans mes concerts y a moitié de filles
Même quand je suis sincère chaque fois tu t'méfies
Et quand je suis moi tu me fuis, bon
Bon c'est vrai qu'c'est récurrent mais me met pas sous pression
Fuyons cette atmosphère écœurante l'amour n'est pas une prison
En t'attendant j'observe les liens que les passants nouent
Il fut un temps où la beauté du ciel venait pas sans nous
Les autres femmes manquent de sel je ne croque pas un bout de ces repas sans goût
À l'esprit j'ai des images de tes cheveux qui repassent en boucle
Mais t'es toujours pas là et le jour s'étire
J'commence vraiment à m'inquiéter pour toi le sais-tu?
Aujourd'hui c'est dur, demain c'est pire
Et ta jalousie me donne envie de toutes les séduire
Mais je reste fidèle par respect, ça je l'ai juré
T'es la seule qui me paraît spéciale, tous les jours alors
Je reste fidèle par respect, ça je l'ai juré
T'es la seule qui me paraît spéciale
Tu jetteras mes affaires encore et tout c'qui pourrait traîner
Même un livre que je t'ai prêté, j'ai un visage pour être aimé
Tu m'as dis ""quand est-c'que tu vas t'arrêter d'idéaliser
L'amour dans les livres tout en me négligeant?""
Quoi? Toi, tu crois connaître les gens?
Vérité dantesque
J'ai le cœur en dentelle mais j'suis qu'un mur en tant qu'tel
Tu f'ras la tête mais j'ai un cadeau sous ma parka
Ton sourire énervé j'le connais par cœur
Alors on escaladera des grilles, on ira dans un parc
Et si l'gardien nous grille, on modifiera le parcours
Embrouille pleine de frivolité rue de Rivoli
Une plaisante rivalité, jusqu'à c'qu'on arrive au lit
Tu vois, j'te connais par cœur
À croire qu'les embrouilles je les cherche
Mais pour l'instant j'me les gèle et je regarde l'heure
Le café vient de fermer mais j'suis devant j'reste
Quelle idée d'aimer une femme à l'humeur vengeresse?
La dernière fois j't'ai mis un plan, pas d'quoi péter un plomb
Mais tu viens d'une ville dangereuse
Tu voulais plus t'poser
T'avais tout fait pour t'aguerrir beauté
Mais moi j'ai tout fait pour t'acquérir
On aime pleurer autant que rire pourquoi fallait-il qu'on pose cette base?
Peur de souffrir j'étais distant comme pour dire ""tu m'possèdes pas""
Pardon bébé partons, marre de cette vie d'rap
Tu m'as dis ""c'est faux tu l'f'ras jamais, c'est moi qu'tu quitteras""
Et c'était faux, enfin, j-j'ai nié sous le seum
Cette vé-, cette vérité retentissante
Espèce de lâche, rassure-toi en te disant que c'est la vie
Et que toute façon le génie est souvent seul
Le café vient de fermer, tu ne viendras plus
Je sens le dernier métro gronder sous mes pattes
Quelle idée d'aimer cette femme qu'on ne soumet pas?
C'est plutôt nul comme fin, en plus ça nique le r'frain",2016-12-02,1,4
55,Go Home (feat. Marcus Mumford) (The New Recording),0.693,"Lucius,Marcus Mumford",8,7,none,"I'm your dolly,
Stuffed with extra baggage
Lay me down to shut my eyes
Beaded gazes
Lead you nowhere anyways
Press on my heart, I will say
Press on my heart I will say
I am lonely
With a static smile
I think my stitching's coming loose
I'm hard headed,
But completely soft inside
I'm all wound up and still
The only thing that I can say is
I don't need you anyway
I don't need you, go home
Go home
I don't need you anyway
I don't need you, go home
Go home
I'm your dolly,
Stuffed with extra baggage
Lay me down to shut my eyes
Beaded gazes
Lead you nowhere anyways
Press on my heart, I will say
Press on my heart I will say
I don't need you anyway
I don't need you, go home
Go home
I don't need you anyway
I don't need you, go home
Go home
Go home
Go home
Go home
Go home
Go home",2024-05-07,1,4
56,cardigan,0.613,Taylor Swift,8,16,none,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothin'
But I knew you
Playing hide-and-seek and
Giving me your weekends, I
I knew you
Your heartbeat on the High Line
Once in 20 lifetimes, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'
'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy, I
I knew you
Leavin' like a father
Running like water, I
And when you are young, they assume you know nothing
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite",2020-07-24,1,4
57,Don’t Miss This Place,0.621,Bluey Thomas,8,none ,none,"""Don't Miss This Place""

I'm only 10 miles from the water
Still ain't got a drop to drink
When you ain't seen the beach in forever
Said you'd miss it if you blink

Don't miss this place 'till its time to go
Don't miss your voice 'till I'm all alone
This lifestyle too short
Just to let you go
Just to let you go

All the mornings that I slept in
Still ain't got the rest I need
And now I'm picking up prescriptions
Thought that love would set me free

Don't miss this place 'till its time to go
Don't miss your voice 'till I'm all alone
This lifestyle too short
Just to let you go
Just to let you go",2024-05-10,1,4
58,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,0.409,Olivia Rodrigo,8,7,none,"There's blood on the side of the mountain
There's writing all over the wall
Shadows of us are still dancin'
In every room and every hall
There's snow fallin' over the city
You thought that it would wash away
The bitter taste of my fury
And all of the messes you made
Yeah, you think that you got away
… But I'm in the trees, I'm in the breeze
My footsteps on the ground
You'll see my face in every place
But you can't catch me now
Through wading grass, the months will pass
You'll feel it all around
I'm here, I'm there, I'm everywhere
But you can't catch me now
No, you can't catch me now
… Bet you thought I'd never do it
Thought it'd go over my head
I bet you figured I'd pass with the winter
Be somethin' easy to forget
Oh, you think I'm gone 'cause I left
… But I'm in the trees, I'm in the breeze
My footsteps on the ground
You'll see my face in every place
But you can't catch me now
Through wading grass, the months will pass
You'll feel it all around
I'm here, I'm there, I'm everywhere
But you can't catch me now
No, you can't catch me now
… Ooh, ooh
Ooh, ooh
… You can't, you can't catch me now
I'm comin' like a storm into your town
You can't, you can't catch me now
I'm higher than the hopes that you brought down
You can't, you can't catch me now
I'm comin' like a storm into your town
You can't, you can't catch me now
I'm higher than the hopes that you brought down
You can't, you can't catch me now
I'm comin' like a storm into your town
You can't, you can't catch me now
You can't, you can't, you can't
… There's blood on the side of the mountain
It's turning a new shade of red
Yeah, sometimes the fire you founded
Don't burn the way you'd expect
Yeah, you thought that this was the end",2023-11-03,1,4
59,quel type de vibe?,0.729,aupinard,9,16,none,"Chérie dis-moi c'est quel type de vibe que tu veux?
J'vois que t'es du genre posée, champagne rosé, tenue osée
Tu veux pas t'poser, fais pas d'faux espoirs
Moi j'suis venu pour te tirer les cheveux
Et juste après on s'mate le film que tu veux
Chérie c'est quel type de vibe que tu veux?
Yeah, yeah
Chérie, cinq étoiles est l'hôtel
Y a à peu près tous, des glaçons, des cocktails
Dès que t'es opé, appelle-moi sur mon tel
(appelle-moi sur mon tel, appelle-moi sur mon tel)
Juste pour la soirée j'veux que tu sois ma Gisèle
Si t'as des pouvoirs j'veux que tu sois magicienne
Et que tu mettes la vibe, bébé que tu mettes la vibe
Mais bébé c'est quel type de vibe?
Tu mets tellement de temps à te décider
Tu sais, j'ai eu le temps de me faire des idées
Mais ça, c'est encore un autre type de vibe
Ça te dirait de venir surfer sur ma vague?
Là où personne pourra nous déranger
Là où personne nous dira de changer
J'pense que t'aimes bien ce type de vibe (vibe)
Chérie dis-moi c'est quel type de vibe que tu veux?
J'vois que t'es du genre posée, champagne rosé, tenue osée
Tu veux pas t'poser, fais pas d'faux espoirs
Moi j'suis venu pour te tirer les cheveux
Et juste après on s'mate le film que tu veux
Chérie c'est quel type de vibe que tu veux?
Yeah, yeah
Chérie dis-moi c'est quel type de vibe que tu veux?
J'vois que t'es du genre posée, champagne rosé, tenue osée
Tu veux pas t'poser, fais pas d'faux espoirs
Moi j'suis venu pour te tirer les cheveux
Et juste après on s'mate le film que tu veux
Chérie c'est quel type de vibe que tu veux?
Yeah, yeah (type de vibe)",2023-10-13,1,4
60,Send Your Loving (feat. Tayc) [Remix],0.417,"Ama Louise,Tayc",9,2,none,"[Intro: Tayc]
Oh, Ama, let me jump on it
Let me put my sauce on it
(Tayc de Tayc)

[Verse 1: Ama Louise, Tayc, Ama Louise & Tayc]
When I saw your face, you seemed kind of familiar (Oh)
Like someone I knew, but you were just a stranger
And I'm so glad you came into my life this way
So just tell me once that you might feel the same (Feel the same, yeah)
'Cause I knew that you were meant for me
When you started to speak and I felt kinda weak at times
Think somehow I met you in a dream
That January and I fell so deep

[Chorus: Ama Louise with Tayc]
Gave you my heart
Now you know every part of me
Show you how I really feel
Know that I'm yours
Almost ran out of hope this time
So send your loving to me tonight
'Cause only you can save me from my mind
And when you hold me, I feel alive
So send your loving, love me tonight [Intro: Tayc]
Oh, Ama, let me jump on it
Let me put my sauce on it
(Tayc de Tayc)

[Verse 1: Ama Louise, Tayc, Ama Louise & Tayc]
When I saw your face, you seemed kind of familiar (Oh)
Like someone I knew, but you were just a stranger
And I'm so glad you came into my life this way
So just tell me once that you might feel the same (Feel the same, yeah)
'Cause I knew that you were meant for me
When you started to speak and I felt kinda weak at times
Think somehow I met you in a dream
That January and I fell so deep

[Chorus: Ama Louise with Tayc]
Gave you my heart
Now you know every part of me
Show you how I really feel
Know that I'm yours
Almost ran out of hope this time
So send your loving to me tonight
'Cause only you can save me from my mind
And when you hold me, I feel alive
So send your loving, love me tonight",2024-03-29,1,5
61,Long Way 2 Go,0.589,Cassie,9,15,none,"… I love it when they try to get intimate
Even though they know I really ain't into it
(You're not into it?) I'm not into it
I already know the game and I've been through it
See I buy my own bags, my boots, my jeans
Wear LaRok with my Rebel Yell underneath
You wanna step to me? (Said you got a long way to go)
Rock with me now
… You claim that you're so hot
And you say you got skills in the bedroom
You try to front when you're so not
Had a chance you still never come through
You say you wanna come see me
'Cause you know your girlfriend wanna be me
(Uh, I'ma tell you why you can't)
Said you got a long way to go
(Say you wanna love me?)
… Wanna love me, wanna touch me
Think twice 'cause you got a long way to go (got a long way to go)
Don't know how to act, better fall back (uh, better fall back)
It's like that 'cause you got a long way to go (uh)
It's not that deep, take it easy
You wanna please me? You got a long way to go (got a long way to go)
I'ma bad girl, you wanna get close
Ease up 'cause you got a long way
… I love it when they try to get scandalous
Even though they know they really can't handle it
(They can't handle it?) They can't handle it
Tryna take me out to dinner, I'll cancel it
If you really wanna know me first of all
You should never try to get too personal
'Cause I meant it when I said
(That you got a long way to go)
Yeah, uh
… You claim that you're so hot
And you say you got skills in the bedroom
You try to front when you're so not
Had a chance you still never come through
You say you wanna come see me
'Cause you know your girlfriend wanna be me
(Uh, I'ma tell you why you can't)
Said you got a long way to go
(Say you wanna love me?)
… Wanna love me, wanna touch me
Think twice 'cause you got a long way to go (got a long way to go)
Don't know how to act, better fall back (uh)
It's like that 'cause you got a long way to go (uh)
It's not that deep, take it easy
You wanna please me? You got a long way to go (got a long way to go)
I'ma bad girl, you wanna get close
Ease up 'cause you got a long way
… You claim that you're so hot
And you say you got skills in the bedroom
You try to front when you're so not
Had a chance you still never come through
You say you wanna come see me
'Cause you know your girlfriend wanna be me (uh, yeah)
Said you got a long way to go
(Say you wanna love me?)
… Wanna love me, wanna touch me
Think twice 'cause you got a long way to go (way to go)
Don't know how to act, better fall back
It's like that 'cause you got a long way to go (ooh, you got a long way)
It's not that deep, take it easy
You wanna please me? You got a long way to go
I'ma bad girl, you wanna get close (I'ma bad girl)
Ease up 'cause you got a long way to go
… Wanna love me, wanna touch me
Think twice 'cause you got a long way to go
Don't know how to act, better fall back
It's like that 'cause you got a long way to go
It's not that deep, take it easy (ooh, you got a long way)
You wanna please me? You got a long way to go (yeah)
Said you got a long way to go
… Rock with me now
Got a long way to go, uh
Yeah, uh
Better fall back
Said you got a long way to go",2006-08-07,1,4
62,Dangerously In Love,0.609,Beyoncé,9,11,none,"I love you
I love you
I love you
Baby I love you, you are my life
My happiest moments weren't complete if you weren't by my side
You're my relation and connection to the sun
You next to me, there's no darkness I can't overcome
You are my raindrops, I am the sea
You and God who's my sunlight, I'm blooming, grown so beautifully
Baby I'm so proud, proud to be your girl
You make the confusion go all away from this cold and misty world
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just, just keep loving me the way I love you loving me
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep loving me the way I love you loving me
I know you love me, love me for who I am
'Cause years before I became who I am, baby you were my man
I know it ain't easy, easy loving me
I appreciate the love and dedication from you to me
Later on in my destiny I see myself having your child
I see myself being your wife and I see my whole future in your eyes
Thought of all my love for you, sometimes makes me wanna cry
Realize all of my blessings, I'm grateful to have you by my side
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just, just keep loving me the way I love you loving me
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep loving me the way I love you loving me
Every time I see your face, my heart smiles
Every time it feels so good, it hurts sometimes
Created in this world to love
To hold, to feel, to breathe, to live you
Dangerously in love, yeah
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just, just keep loving me the way I love you loving me
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep loving me the way I love you loving me
Dangerously
Dangerous, dangerously in love with you
Oh, I love you, I love you, I love you, I love you, I love you, I love you
I love you, oh yes
I love you
I love you, I love you, I love you, I love you, I love you
I love you
I love you
I love you, I love you, I love you, I love you
Dangerously in love
I will survive the past,
I will survive the fear
and I will survive",2003-06-24,1,4
63,Love,0.688,Keyshia Cole,9,14,none,"I used to think that I wasn't fine enough
And I used to think that I wasn't wild enough
But I won't waste my time tryna figure out why you playin' games
What's this all about?
And I can't believe
You're hurting me
I met your girl, what a difference
What you see in her
You ain't seen in me
But I guess it was all just make-believe
Oh, love
Never knew what I was missin'
But I knew once we start kissin'
I found
Love
Never knew what I was missin'
But I knew once we start kissin'
I found, found you
Now you're gone, what am I gonna do?
So empty
My heart, my soul, can't go on
Go on, without you
My rainy days fade away when you
Come around, please tell me, baby
Why you go so far away?
Why you go?
Love
Never knew what I was missin'
But I knew once we start kissin'
I found
Love
Never knew what I was missin'
But I knew once we start kissin'
I found, I found you
Who would have known I'd find you?
Ooh
Now you're gone, what am I gonna do?
So empty
My heart, my soul, can't go on
Go on, baby, without you
Rainy days fade away
When you come around
Say you're here to stay
With me, boy
I don't want you to leave me
I, I need you
Love
Never knew what I was missin' (I never knew)
But I knew once we start kissin'
I found (found love)
Love
Never knew what (I never) I was missin' (never, never)
But I knew once we start kissin'
I found (I found, I found)
Love
Never knew what I was missin'
But I knew once we start kissin'
I found",2005-01-01,1,4
64,Superstar,0.673,USHER,9,11,none,"This is for you, you, my number one
This is for you, you, my number one
Oh, yeah, yeah-yeah
This is for you, you, my number one
Spotlights (spotlights), big stage
Fifty thousand fans screamin' in a rage
Bodyguards (bodyguards) and limousines
This is the way I see you in my dreams
Paparazzi flash, a hundred pictures all of you
Hangin' on my bedroom wall
I'm a kid again, I feel like thirteen
But I knew since we fell in love
Girl, I'd be
I'll be your groupie, baby (oh whoa)
'Cause you are my superstar (ha, superstar, yeah)
I'm your number one fan, give me your autograph
Sign it right here on my heart (I'll be)
Girl, I'll be your groupie, baby (oh, oh whoa)
'Cause you are my superstar, uh (superstar, yeah)
And as your number one fan (this is for you, you)
I'll do all that I can
To show you how super you are (my number one)
Front row (front row), there I am
Jumpin' and hollerin' waving both hands
Would you notice me (notice me), little me?
Drove twelve hours girl, just to see
Your pretty face one more time
Bought my ticket I was first in line
This is a metaphor to show how I adore (I adore you)
Baby, I do
I'll be your groupie, baby
'Cause you are my superstar (superstar, yeah)
I'm your number one fan, give me your autograph (autograph)
Sign it right here on my heart (sign it right here, sugar)
Girl, I'll be your groupie, baby (oh whoa)
'Cause you are my superstar, uh (girl, you're my superstar, yeah)
And as your number one fan
I'll do all that I can
To show you how super you are
Now you know how I feel
You're truly special
Your love is legendary to me
Without you my life stands still (woo)
I'll never leave your world
Treat you like a diva, girl
Girl, you're one of a kind (ha)
'Cause they don't make 'em like you anymore (so)
So, I'll be your fan life
I dedicate this to my superstar for all time
I'll be your groupie, baby (I'll be your groupie, baby)
'Cause you are my superstar (you are my superstar, yeah yeah yeah)
I'm your number one fan, give me your autograph (alright, yeah yeah
Sign it right here on my heart
Girl, I'll be your groupie, baby (I'll be your groupie, baby)
'Cause you are my superstar, uh
And as your number one fan
I'll do all that I can
To show you how super you are (to show you how super you are)",2004-03-23,1,3
65,Oh (feat. Ludacris),0.8,"Ciara,Ludacris",9,10,none,"This is where they stay crunk, throw it up
Dubs on the Cadillac
White tees, Nike's, gangstas don't know how to act
Adamsville, Bankhead, College Park, Carver Homes
Hummers floatin on chrome
Chokin' on that home-grown
They got that Southern cookin'
They got them fellas lookin'
Thinkin' I was easy I can see it
That's when I say no, what fo'?
Shawty can't handle this
Ciara got that fire like
Oh, 'round here we ridin' slow
We keep it ghetto, you should know
Gettin' crunk off in tha club we gets low, oh
Oh (oh), all my ladies to tha flo'
Handle it ladies back it up
Gettin' crunk up in tha club we gets low, oh
Buddy take a new whip, paint strip, in a bowlin' ball
Still smoke, hundred spoke, wood-grain on the wall
Light-skinned thick chicks, fellas call 'em redbones
Close cuts, braids, long, gangstas love 'em all
They got that southern cookin'
They got them fellas lookin'
Wishin' I was easy, I can see it
That's when I say no, what fo'?
Shawty can't handle this
Ciara got that fire like...
Oh, 'round here we ridin' slow
We keep it gutta, you should know
Gettin' crunk off in the club we gets low, oh
Oh (oh), all my ladies to the flo'
Handle it ladies back it up
Gettin' crunk up in the club we gets low, oh
Southern-style, get wild, old skools comin' down
In a different color whip (whip, whip)
Picture perfect, you might wanna take a flick, flick, flick, flick, flick
Call up Jazze, tell him pop up the bottles
'Cause we got another hit (hit, hit)
Wanna go platinum? I'm who you should get, get, get, get, get
Ludacris on the track, get back trick, switch on the 'Lac, Im flexin' still
Same price every time, hot song, jumped on 'cause Ciara got sex appeal
And I keep the meanest, cleanest, baddest, spinning on stainless wheels
Could care less about your genius, I bump ya status,
I keep the stainless steel
Trunk-rattlin' what's happenin', huh?
I don't even think I need to speed
Bass-travelin', face-crackilin' huh?
Turn it up and make the speakers bleed
Dirty south we ballin' dawg
And neva think about fallin dawg
Ghetto harmonizing, surprising, runnin back cuz the song is called
Oh, round here we ridin' slow
We keep it ghetto, you should know
Gettin' crunk off in the club, we gets low, oh
Oh (oh), all my ladies to the flo'
Handle it ladies back it up
Gettin' crunk up in the club, we gets low, oh
Oh, round here we ridin' slow
We keep it ghetto, you should know
Gettin' crunk off in the club, we gets low, oh
Oh (oh), all my ladies to the flo'
Handle it ladies back it up
Gettin' crunk up in the club, we gets low, oh",2004-09-27,1,4
